,Zip,Part of Bo,Year,Counts,2010Pop,Per100k
0,1001,43,2018,1,16769,5.963384817222256
1,1001,4422,2017,1,16769,5.963384817222256
2,1001,4429,2015,1,16769,5.963384817222256
3,1001,4429,2016,1,16769,5.963384817222256
4,1001,510,2017,1,16769,5.963384817222256
5,1001,80,2017,1,16769,5.963384817222256
6,1001,899,2018,1,16769,5.963384817222256
7,1002,4429,2018,1,29049,3.442459292918861
8,1002,510,2018,1,29049,3.442459292918861
9,1002,5830,2017,1,29049,3.442459292918861
10,1002,9999,2017,2,29049,6.884918585837722
11,1003,320,2015,1,10372,9.641342074816814
12,1007,513,2018,1,14649,6.82640453273261
13,1010,512,2017,1,3609,27.70850651149903
14,1013,510,2017,1,23188,4.312575470070726
15,1013,511,2017,1,23188,4.312575470070726
16,1020,448,2016,1,29668,3.370635027639207
17,1022,9999,2016,1,2451,40.79967360261118
18,1027,420,2018,1,17660,5.662514156285391
19,1027,513,2017,1,17660,5.662514156285391
20,1028,420,2016,1,15720,6.361323155216285
21,1028,4422,2015,1,15720,6.361323155216285
22,1028,4422,2018,1,15720,6.361323155216285
23,1028,511,2018,1,15720,6.361323155216285
24,1028,512,2016,1,15720,6.361323155216285
25,1028,899,2017,1,15720,6.361323155216285
26,1030,513,2017,1,11669,8.56971462850287
27,1035,322,2017,1,5250,19.047619047619047
28,1035,341,2017,1,5250,19.047619047619047
29,1035,4422,2018,1,5250,19.047619047619047
30,1035,4429,2016,1,5250,19.047619047619047
31,1035,5839,2017,1,5250,19.047619047619047
32,1036,482,2016,1,5109,19.573302016050107
33,1038,440,2017,1,2545,39.29273084479371
34,1038,4429,2016,1,2545,39.29273084479371
35,1038,513,2016,1,2545,39.29273084479371
36,1038,52,2016,1,2545,39.29273084479371
37,1038,9999,2018,1,2545,39.29273084479371
38,1040,421,2016,1,39880,2.507522567703109
39,1040,423,2016,1,39880,2.507522567703109
40,1040,4420,2017,1,39880,2.507522567703109
41,1040,4422,2016,1,39880,2.507522567703109
42,1040,4422,2018,1,39880,2.507522567703109
43,1040,4429,2016,1,39880,2.507522567703109
44,1040,449,2018,1,39880,2.507522567703109
45,1040,510,2016,1,39880,2.507522567703109
46,1056,4422,2017,1,21103,4.738662749372128
47,1056,52,2017,1,21103,4.738662749372128
48,1056,530,2016,1,21103,4.738662749372128
49,1056,539,2018,1,21103,4.738662749372128
50,1057,52,2018,1,8534,11.717834544176236
51,1060,512,2016,1,15284,6.542789845590159
52,1060,589,2016,1,15284,6.542789845590159
53,1063,111,2017,1,430,232.5581395348837
54,1069,132,2017,1,8469,11.807769512339119
55,1069,440,2015,1,8469,11.807769512339119
56,1069,4422,2018,1,8469,11.807769512339119
57,1069,512,2017,1,8469,11.807769512339119
58,1071,80,2016,1,1596,62.65664160401002
59,1075,341,2017,1,17527,5.705482969133337
60,1075,4422,2016,1,17527,5.705482969133337
61,1077,38,2016,1,9502,10.524100189433803
62,1082,330,2016,1,10322,9.688044952528578
63,1082,4429,2017,1,10322,9.688044952528578
64,1082,9999,2016,1,10322,9.688044952528578
65,1085,320,2016,1,41117,2.432084052824866
66,1085,341,2016,1,41117,2.432084052824866
67,1085,420,2018,1,41117,2.432084052824866
68,1085,4420,2016,1,41117,2.432084052824866
69,1085,4420,2017,1,41117,2.432084052824866
70,1085,4420,2018,1,41117,2.432084052824866
71,1085,4422,2018,1,41117,2.432084052824866
72,1085,52,2017,1,41117,2.432084052824866
73,1085,9999,2017,1,41117,2.432084052824866
74,1085,9999,2018,1,41117,2.432084052824866
75,1089,421,2018,1,28391,3.522242964319679
76,1089,440,2016,1,28391,3.522242964319679
77,1089,489,2016,1,28391,3.522242964319679
78,1089,6,2015,1,28391,3.522242964319679
79,1089,9999,2015,1,28391,3.522242964319679
80,1095,4429,2015,1,14319,6.983727913960472
81,1095,5839,2017,1,14319,6.983727913960472
82,1103,330,2016,1,2479,40.338846308995564
83,1103,423,2018,1,2479,40.338846308995564
84,1103,440,2016,1,2479,40.338846308995564
85,1103,899,2018,1,2479,40.338846308995564
86,1104,420,2015,1,22865,4.373496610540127
87,1104,440,2016,1,22865,4.373496610540127
88,1104,4420,2015,1,22865,4.373496610540127
89,1104,4420,2016,1,22865,4.373496610540127
90,1104,4420,2018,1,22865,4.373496610540127
91,1104,4422,2017,1,22865,4.373496610540127
92,1104,4429,2018,1,22865,4.373496610540127
93,1104,510,2016,1,22865,4.373496610540127
94,1104,513,2016,1,22865,4.373496610540127
95,1105,341,2017,1,12350,8.097165991902834
96,1105,4422,2017,1,12350,8.097165991902834
97,1105,4429,2017,1,12350,8.097165991902834
98,1106,511,2016,1,16021,6.241807627488921
99,1108,511,2015,1,26688,3.7470023980815346
100,1109,4420,2017,1,30250,3.3057851239669422
101,1109,52,2015,1,30250,3.3057851239669422
102,1119,9999,2017,1,14152,7.066139061616732
103,1151,310,2015,1,8698,11.496895838123708
104,1151,4420,2018,1,8698,11.496895838123708
105,1151,4429,2016,1,8698,11.496895838123708
106,1151,4810,2017,1,8698,11.496895838123708
107,1151,899,2016,1,8698,11.496895838123708
108,1199,341,2016,1,0,0.0
109,1199,43,2018,1,0,0.0
110,1199,52,2016,1,0,0.0
111,1199,52,2018,1,0,0.0
112,1201,113,2018,1,46504,2.150352657835885
113,1201,20,2016,1,46504,2.150352657835885
114,1201,310,2015,1,46504,2.150352657835885
115,1201,320,2015,1,46504,2.150352657835885
116,1201,440,2017,1,46504,2.150352657835885
117,1201,4422,2016,1,46504,2.150352657835885
118,1201,4422,2018,2,46504,4.30070531567177
119,1201,512,2015,1,46504,2.150352657835885
120,1201,83,2015,1,46504,2.150352657835885
121,1201,899,2015,2,46504,4.30070531567177
122,1201,899,2016,1,46504,2.150352657835885
123,1222,420,2016,1,829,120.62726176115801
124,1224,4429,2017,1,182,549.4505494505495
125,1226,52,2015,1,6945,14.398848092152626
126,1230,6,2016,1,8430,11.862396204033214
127,1237,81,2016,1,2496,40.06410256410256
128,1238,4422,2016,1,6047,16.5371258475277
129,1238,899,2018,1,6047,16.5371258475277
130,1247,320,2016,1,16087,6.216199415677255
131,1257,310,2016,1,2121,47.14757190004715
132,1262,341,2015,1,1238,80.77544426494346
133,1262,341,2017,1,1238,80.77544426494346
134,1262,512,2017,1,1238,80.77544426494346
135,1267,341,2015,1,7989,12.517211165352359
136,1301,341,2018,1,17700,5.649717514124294
137,1301,4420,2017,1,17700,5.649717514124294
138,1301,4422,2018,1,17700,5.649717514124294
139,1331,4422,2015,1,13263,7.539772298876573
140,1331,4422,2016,2,13263,15.079544597753147
141,1331,4429,2016,1,13263,7.539772298876573
142,1331,510,2015,1,13263,7.539772298876573
143,1339,422,2016,1,1438,69.54102920723227
144,1339,9999,2016,1,1438,69.54102920723227
145,1342,4429,2015,1,1492,67.02412868632707
146,1342,50,2016,1,1492,67.02412868632707
147,1342,899,2018,1,1492,67.02412868632707
148,1364,4422,2015,1,7969,12.548625925461163
149,1364,510,2015,1,7969,12.548625925461163
150,1373,310,2016,1,4600,21.73913043478261
151,1375,511,2015,1,3684,27.14440825190011
152,1376,4420,2018,1,5247,19.05850962454736
153,1376,4422,2015,1,5247,19.05850962454736
154,1376,4422,2018,1,5247,19.05850962454736
155,1420,130,2015,1,40337,2.4791134690234773
156,1420,132,2015,1,40337,2.4791134690234773
157,1420,310,2016,1,40337,2.4791134690234773
158,1420,342,2018,1,40337,2.4791134690234773
159,1420,4420,2016,1,40337,2.4791134690234773
160,1420,4420,2017,1,40337,2.4791134690234773
161,1420,4422,2018,1,40337,2.4791134690234773
162,1420,4429,2016,1,40337,2.4791134690234773
163,1432,423,2016,1,7089,14.10636196924813
164,1432,4422,2017,1,7089,14.10636196924813
165,1434,899,2018,1,1795,55.71030640668524
166,1436,441,2017,1,3336,29.976019184652277
167,1440,440,2018,1,20347,4.9147294441441
168,1453,310,2016,1,40883,2.4460044517281023
169,1453,43,2016,1,40883,2.4460044517281023
170,1453,440,2016,1,40883,2.4460044517281023
171,1453,4420,2017,1,40883,2.4460044517281023
172,1453,4422,2015,2,40883,4.892008903456205
173,1453,4422,2016,1,40883,2.4460044517281023
174,1453,4422,2018,1,40883,2.4460044517281023
175,1453,4429,2017,1,40883,2.4460044517281023
176,1453,52,2015,1,40883,2.4460044517281023
177,1453,9999,2016,1,40883,2.4460044517281023
178,1462,322,2018,1,10086,9.9147332936744
179,1463,532,2015,1,11497,8.697921196833956
180,1473,341,2017,1,7277,13.74192661811186
181,1473,4429,2018,1,7277,13.74192661811186
182,1501,111,2017,1,16075,6.2208398133748055
183,1501,113,2016,1,16075,6.2208398133748055
184,1501,341,2018,1,16075,6.2208398133748055
185,1501,4422,2018,1,16075,6.2208398133748055
186,1501,4429,2017,1,16075,6.2208398133748055
187,1501,510,2016,1,16075,6.2208398133748055
188,1501,510,2017,1,16075,6.2208398133748055
189,1501,9999,2015,1,16075,6.2208398133748055
190,1503,513,2018,1,2866,34.89183531053733
191,1507,111,2018,1,12981,7.703566751405901
192,1510,423,2017,1,13606,7.349698662354843
193,1510,4420,2016,1,13606,7.349698662354843
194,1519,513,2016,1,6595,15.163002274450342
195,1520,484,2015,1,13997,7.144388083160678
196,1520,530,2015,1,13997,7.144388083160678
197,1527,341,2016,1,13246,7.549448890231013
198,1527,4422,2015,1,13246,7.549448890231013
199,1527,4429,2016,1,13246,7.549448890231013
200,1532,10,2016,1,14155,7.064641469445426
201,1532,530,2017,1,14155,7.064641469445426
202,1536,4429,2016,1,6888,14.518002322880372
203,1536,510,2017,1,6888,14.518002322880372
204,1540,320,2015,1,11291,8.856611460455229
205,1540,423,2017,1,11291,8.856611460455229
206,1540,4420,2017,1,11291,8.856611460455229
207,1540,4422,2015,1,11291,8.856611460455229
208,1545,330,2018,1,35299,2.832941443100371
209,1545,341,2018,1,35299,2.832941443100371
210,1545,4429,2016,1,35299,2.832941443100371
211,1545,530,2016,1,35299,2.832941443100371
212,1550,420,2018,1,16719,5.981218972426581
213,1550,4422,2015,1,16719,5.981218972426581
214,1550,4422,2017,1,16719,5.981218972426581
215,1550,4429,2015,1,16719,5.981218972426581
216,1550,4429,2017,2,16719,11.962437944853162
217,1550,510,2018,1,16719,5.981218972426581
218,1550,899,2017,1,16719,5.981218972426581
219,1562,4422,2015,1,11688,8.555783709787816
220,1564,52,2015,1,7808,12.807377049180328
221,1566,4429,2017,1,6294,15.888147442008263
222,1568,322,2017,1,7480,13.368983957219251
223,1569,4420,2017,1,13569,7.369739848183358
224,1569,899,2016,1,13569,7.369739848183358
225,1569,9999,2016,1,13569,7.369739848183358
226,1570,111,2018,1,16767,5.964096141229796
227,1570,6,2018,1,16767,5.964096141229796
228,1570,899,2016,1,16767,5.964096141229796
229,1571,9999,2015,1,11390,8.77963125548727
230,1581,320,2016,1,18272,5.472854640980736
231,1581,322,2016,1,18272,5.472854640980736
232,1581,341,2017,1,18272,5.472854640980736
233,1581,440,2018,1,18272,5.472854640980736
234,1581,4429,2016,1,18272,5.472854640980736
235,1581,9999,2015,1,18272,5.472854640980736
236,1585,9999,2015,1,4554,21.958717610891526
237,1590,422,2018,1,8875,11.267605633802818
238,1590,4422,2017,1,8875,11.267605633802818
239,1590,513,2016,1,8875,11.267605633802818
240,1590,5819,2016,1,8875,11.267605633802818
241,1603,330,2015,1,19916,5.02108857200241
242,1603,341,2016,1,19916,5.02108857200241
243,1603,4422,2016,1,19916,5.02108857200241
244,1603,4429,2017,2,19916,10.04217714400482
245,1604,320,2015,1,34677,2.8837558035585547
246,1604,322,2015,1,34677,2.8837558035585547
247,1604,4422,2017,1,34677,2.8837558035585547
248,1604,80,2018,1,34677,2.8837558035585547
249,1604,899,2015,1,34677,2.8837558035585547
250,1605,111,2018,1,26221,3.8137370809656383
251,1605,341,2015,1,26221,3.8137370809656383
252,1605,342,2016,1,26221,3.8137370809656383
253,1605,4420,2017,1,26221,3.8137370809656383
254,1605,4422,2015,1,26221,3.8137370809656383
255,1605,4429,2018,1,26221,3.8137370809656383
256,1605,582,2017,1,26221,3.8137370809656383
257,1606,132,2016,1,19077,5.241914347119568
258,1606,4429,2015,2,19077,10.483828694239136
259,1606,6,2015,1,19077,5.241914347119568
260,1607,322,2017,1,8351,11.974613818704347
261,1607,330,2018,1,8351,11.974613818704347
262,1607,4420,2017,1,8351,11.974613818704347
263,1607,4429,2015,1,8351,11.974613818704347
264,1608,310,2016,1,3888,25.7201646090535
265,1608,423,2015,1,3888,25.7201646090535
266,1608,4429,2017,1,3888,25.7201646090535
267,1609,111,2017,1,22421,4.460104366442175
268,1609,4422,2017,1,22421,4.460104366442175
269,1610,530,2015,1,23945,4.176237210273544
270,1610,530,2017,1,23945,4.176237210273544
271,1610,6,2015,1,23945,4.176237210273544
272,1701,138,2018,1,31217,3.2033827722074513
273,1701,4429,2015,2,31217,6.4067655444149025
274,1702,320,2015,1,37206,2.6877385367951407
275,1702,342,2018,1,37206,2.6877385367951407
276,1702,4420,2015,1,37206,2.6877385367951407
277,1702,9999,2015,1,37206,2.6877385367951407
278,1720,440,2018,1,21361,4.681428772061233
279,1720,4422,2016,1,21361,4.681428772061233
280,1720,530,2015,1,21361,4.681428772061233
281,1721,512,2016,1,16593,6.02663773880552
282,1730,10,2018,1,13221,7.56372437788367
283,1730,310,2016,1,13221,7.56372437788367
284,1730,322,2015,1,13221,7.56372437788367
285,1730,9999,2016,1,13221,7.56372437788367
286,1742,324,2018,1,17726,5.641430666817104
287,1742,4420,2017,1,17726,5.641430666817104
288,1742,510,2016,1,17726,5.641430666817104
289,1745,113,2015,1,397,251.88916876574308
290,1747,4422,2018,1,5911,16.91761123329386
291,1748,4429,2018,1,14925,6.700167504187605
292,1749,9999,2015,1,19063,5.245764045533232
293,1752,4422,2016,1,38499,2.5974700641575104
294,1757,111,2016,1,28061,3.563664872955347
295,1757,440,2015,1,28061,3.563664872955347
296,1757,4420,2017,1,28061,3.563664872955347
297,1757,510,2016,1,28061,3.563664872955347
298,1757,52,2016,1,28061,3.563664872955347
299,1757,582,2017,1,28061,3.563664872955347
300,1760,4422,2016,1,32786,3.05008235222351
301,1760,4810,2017,1,32786,3.05008235222351
302,1760,510,2018,1,32786,3.05008235222351
303,1760,52,2016,1,32786,3.05008235222351
304,1760,899,2017,1,32786,3.05008235222351
305,1773,4420,2018,1,5112,19.561815336463223
306,1773,80,2016,1,5112,19.561815336463223
307,1776,9999,2015,1,17659,5.662834815108443
308,1801,4420,2015,1,38903,2.5704958486492044
309,1801,4420,2016,1,38903,2.5704958486492044
310,1801,4420,2017,1,38903,2.5704958486492044
311,1801,9999,2016,1,38903,2.5704958486492044
312,1803,6,2017,1,24487,4.083799567117246
313,1803,9999,2017,1,24487,4.083799567117246
314,1810,310,2016,1,33201,3.0119574711605073
315,1810,341,2015,2,33201,6.0239149423210145
316,1810,6,2016,1,33201,3.0119574711605073
317,1810,9999,2016,1,33201,3.0119574711605073
318,1821,342,2015,1,30310,3.299241174529858
319,1821,4420,2018,1,30310,3.299241174529858
320,1821,4422,2015,1,30310,3.299241174529858
321,1821,4422,2018,1,30310,3.299241174529858
322,1821,512,2017,1,30310,3.299241174529858
323,1821,9999,2016,2,30310,6.598482349059716
324,1824,322,2018,1,24911,4.01429087551684
325,1824,4422,2018,1,24911,4.01429087551684
326,1824,4429,2015,1,24911,4.01429087551684
327,1826,111,2018,1,29422,3.3988172116103597
328,1826,899,2016,1,29422,3.3988172116103597
329,1830,4422,2018,1,25137,3.9781994669212715
330,1830,510,2017,1,25137,3.9781994669212715
331,1830,512,2015,1,25137,3.9781994669212715
332,1833,4429,2016,1,8183,12.220457045093486
333,1834,420,2015,1,6459,15.482272797646694
334,1835,111,2015,1,13682,7.30887297178775
335,1835,4429,2017,1,13682,7.30887297178775
336,1840,512,2016,1,4733,21.128248468201985
337,1840,899,2017,1,4733,21.128248468201985
338,1841,18,2018,1,47225,2.1175224986765486
339,1841,4422,2015,1,47225,2.1175224986765486
340,1841,511,2016,1,47225,2.1175224986765486
341,1843,4422,2015,1,24425,4.094165813715455
342,1843,4429,2016,1,24425,4.094165813715455
343,1844,9999,2018,1,47249,2.1164469089292894
344,1845,87,2016,1,28352,3.527088036117381
345,1845,9999,2017,1,28352,3.527088036117381
346,1851,341,2015,1,30190,3.3123550844650547
347,1852,4420,2018,1,33508,2.984361943416497
348,1852,4429,2016,1,33508,2.984361943416497
349,1852,512,2016,1,33508,2.984361943416497
350,1854,341,2016,1,27606,3.622400927334638
351,1863,310,2015,1,8891,11.247328759419638
352,1867,111,2018,1,23956,4.174319585907497
353,1867,341,2017,1,23956,4.174319585907497
354,1867,513,2017,1,23956,4.174319585907497
355,1876,510,2015,1,28667,3.4883315310287086
356,1876,510,2018,1,28667,3.4883315310287086
357,1879,4422,2017,1,11305,8.845643520566123
358,1886,342,2017,1,21951,4.555601111566671
359,1886,4429,2016,1,21951,4.555601111566671
360,1887,111,2015,1,22325,4.479283314669653
361,1887,41,2017,1,22325,4.479283314669653
362,1887,440,2018,1,22325,4.479283314669653
363,1887,448,2016,1,22325,4.479283314669653
364,1890,6,2016,1,21382,4.6768309793284075
365,1901,4422,2016,1,1689,59.206631142687975
366,1901,530,2017,1,1689,59.206631142687975
367,1901,9999,2016,1,1689,59.206631142687975
368,1902,912,2016,1,45139,2.2153791621436008
369,1902,9999,2016,1,45139,2.2153791621436008
370,1904,420,2016,1,18203,5.4935999560512006
371,1904,9999,2015,1,18203,5.4935999560512006
372,1905,320,2016,1,25251,3.960239198447586
373,1905,4422,2015,1,25251,3.960239198447586
374,1905,5819,2017,1,25251,3.960239198447586
375,1905,9999,2015,1,25251,3.960239198447586
376,1906,341,2017,1,26660,3.7509377344336086
377,1906,83,2018,1,26660,3.7509377344336086
378,1906,9999,2017,1,26660,3.7509377344336086
379,1907,132,2015,1,14027,7.129108148570614
380,1907,38,2018,1,14027,7.129108148570614
381,1913,41,2017,1,16283,6.141374439599583
382,1913,86,2016,1,16283,6.141374439599583
383,1922,510,2016,1,3108,32.17503217503217
384,1923,111,2018,2,26342,7.592437931819907
385,1923,132,2018,1,26342,3.7962189659099534
386,1923,4420,2017,1,26342,3.7962189659099534
387,1923,9999,2018,1,26342,3.7962189659099534
388,1930,132,2016,1,28789,3.4735489249366074
389,1930,4420,2018,1,28789,3.4735489249366074
390,1930,899,2016,1,28789,3.4735489249366074
391,1930,9999,2017,1,28789,3.4735489249366074
392,1938,4429,2015,1,13175,7.590132827324479
393,1944,9999,2016,1,5136,19.470404984423677
394,1945,440,2015,1,19808,5.048465266558966
395,1950,111,2017,1,17416,5.741846577859439
396,1950,4422,2016,1,17416,5.741846577859439
397,1950,4422,2017,1,17416,5.741846577859439
398,1950,4429,2016,1,17416,5.741846577859439
399,1950,6,2018,1,17416,5.741846577859439
400,1952,341,2018,1,8283,12.072920439454304
401,1952,420,2015,1,8283,12.072920439454304
402,1952,4429,2018,1,8283,12.072920439454304
403,1952,511,2018,1,8283,12.072920439454304
404,1960,20,2018,1,50944,1.9629396984924623
405,1960,310,2016,1,50944,1.9629396984924623
406,1960,43,2017,1,50944,1.9629396984924623
407,1960,5831,2015,1,50944,1.9629396984924623
408,1970,421,2018,1,41109,2.4325573475394684
409,1970,440,2018,1,41109,2.4325573475394684
410,1970,510,2017,1,41109,2.4325573475394684
411,1970,6,2017,1,41109,2.4325573475394684
412,2019,341,2016,1,16332,6.12294881214793
413,2019,4429,2015,1,16332,6.12294881214793
414,2021,111,2015,1,21561,4.6380038031631186
415,2021,320,2018,1,21561,4.6380038031631186
416,2021,341,2015,1,21561,4.6380038031631186
417,2021,341,2018,1,21561,4.6380038031631186
418,2021,420,2016,1,21561,4.6380038031631186
419,2021,4420,2018,1,21561,4.6380038031631186
420,2021,4422,2015,1,21561,4.6380038031631186
421,2021,4422,2018,1,21561,4.6380038031631186
422,2021,510,2015,1,21561,4.6380038031631186
423,2021,530,2018,1,21561,4.6380038031631186
424,2021,9999,2017,1,21561,4.6380038031631186
425,2026,4422,2016,1,24711,4.046780785884829
426,2026,4422,2017,1,24711,4.046780785884829
427,2026,52,2017,1,24711,4.046780785884829
428,2026,52,2018,1,24711,4.046780785884829
429,2026,899,2016,1,24711,4.046780785884829
430,2035,111,2015,1,16865,5.929439667951379
431,2035,310,2017,1,16865,5.929439667951379
432,2035,440,2018,1,16865,5.929439667951379
433,2035,4420,2016,1,16865,5.929439667951379
434,2035,4422,2016,1,16865,5.929439667951379
435,2035,52,2017,1,16865,5.929439667951379
436,2035,899,2015,1,16865,5.929439667951379
437,2035,899,2016,1,16865,5.929439667951379
438,2035,9999,2016,1,16865,5.929439667951379
439,2038,342,2016,1,31635,3.16105579263474
440,2038,4422,2015,2,31635,6.32211158526948
441,2038,4422,2018,1,31635,3.16105579263474
442,2038,4429,2016,1,31635,3.16105579263474
443,2038,83,2015,1,31635,3.16105579263474
444,2043,41,2015,1,22157,4.513246378119781
445,2043,9999,2018,1,22157,4.513246378119781
446,2048,513,2015,1,23184,4.313319530710835
447,2048,6,2016,1,23184,4.313319530710835
448,2052,341,2017,1,12024,8.316699933466401
449,2052,440,2016,1,12024,8.316699933466401
450,2053,6,2015,1,12752,7.8419071518193215
451,2053,9999,2017,1,12752,7.8419071518193215
452,2061,420,2017,1,10506,9.518370454978108
453,2061,43,2017,1,10506,9.518370454978108
454,2062,320,2017,1,28602,3.4962590028669323
455,2062,321,2017,1,28602,3.4962590028669323
456,2062,341,2015,1,28602,3.4962590028669323
457,2062,4420,2015,1,28602,3.4962590028669323
458,2062,4420,2016,1,28602,3.4962590028669323
459,2062,510,2017,1,28602,3.4962590028669323
460,2062,512,2017,1,28602,3.4962590028669323
461,2062,530,2018,1,28602,3.4962590028669323
462,2062,899,2017,1,28602,3.4962590028669323
463,2066,4420,2015,1,17656,5.6637970095151795
464,2067,310,2015,1,17486,5.718860802928057
465,2067,323,2015,1,17486,5.718860802928057
466,2072,4420,2016,1,26999,3.7038408829956664
467,2072,4422,2015,1,26999,3.7038408829956664
468,2072,4429,2017,1,26999,3.7038408829956664
469,2072,9999,2015,1,26999,3.7038408829956664
470,2072,9999,2017,1,26999,3.7038408829956664
471,2081,111,2018,1,18472,5.413598960588999
472,2081,4422,2015,1,18472,5.413598960588999
473,2081,4429,2017,1,18472,5.413598960588999
474,2081,4429,2018,2,18472,10.827197921177998
475,2090,420,2018,1,14636,6.832467887400929
476,2090,52,2017,1,14636,6.832467887400929
477,2090,899,2016,1,14636,6.832467887400929
478,2093,510,2016,1,10955,9.128251939753536
479,2108,4420,2015,2,3825,52.28758169934641
480,2108,52,2018,1,3825,26.143790849673206
481,2108,899,2015,1,3825,26.143790849673206
482,2109,4422,2018,1,3771,26.518164942985948
483,2109,4429,2016,1,3771,26.518164942985948
484,2110,130,2018,1,1733,57.703404500865545
485,2110,423,2017,1,1733,57.703404500865545
486,2110,440,2015,1,1733,57.703404500865545
487,2110,4422,2015,1,1733,57.703404500865545
488,2110,510,2015,1,1733,57.703404500865545
489,2110,5180,2015,1,1733,57.703404500865545
490,2110,899,2015,1,1733,57.703404500865545
491,2110,899,2018,1,1733,57.703404500865545
492,2111,9999,2018,1,7383,13.544629554381688
493,2113,9999,2016,1,6915,14.461315979754158
494,2114,310,2017,1,11999,8.33402783565297
495,2114,324,2015,1,11999,8.33402783565297
496,2114,341,2017,1,11999,8.33402783565297
497,2114,342,2017,1,11999,8.33402783565297
498,2114,420,2017,1,11999,8.33402783565297
499,2114,440,2017,1,11999,8.33402783565297
500,2114,4422,2016,1,11999,8.33402783565297
501,2114,512,2018,1,11999,8.33402783565297
502,2114,9999,2015,1,11999,8.33402783565297
503,2114,9999,2018,1,11999,8.33402783565297
504,2115,310,2016,1,28441,3.5160507717731444
505,2115,341,2016,1,28441,3.5160507717731444
506,2115,341,2017,1,28441,3.5160507717731444
507,2115,420,2016,1,28441,3.5160507717731444
508,2115,43,2016,1,28441,3.5160507717731444
509,2115,440,2015,1,28441,3.5160507717731444
510,2115,4420,2016,1,28441,3.5160507717731444
511,2115,4429,2015,1,28441,3.5160507717731444
512,2115,510,2015,1,28441,3.5160507717731444
513,2115,510,2016,1,28441,3.5160507717731444
514,2115,511,2017,1,28441,3.5160507717731444
515,2115,512,2015,2,28441,7.032101543546289
516,2115,512,2017,1,28441,3.5160507717731444
517,2115,512,2018,2,28441,7.032101543546289
518,2115,530,2017,1,28441,3.5160507717731444
519,2115,6,2015,2,28441,7.032101543546289
520,2115,6,2016,1,28441,3.5160507717731444
521,2115,6,2017,1,28441,3.5160507717731444
522,2115,9999,2017,1,28441,3.5160507717731444
523,2116,111,2017,1,20628,4.847779716889664
524,2116,132,2017,1,20628,4.847779716889664
525,2116,341,2015,1,20628,4.847779716889664
526,2116,420,2016,1,20628,4.847779716889664
527,2116,482,2016,1,20628,4.847779716889664
528,2116,52,2015,1,20628,4.847779716889664
529,2118,310,2017,1,26498,3.773869726017058
530,2118,320,2017,1,26498,3.773869726017058
531,2118,324,2015,1,26498,3.773869726017058
532,2118,341,2016,1,26498,3.773869726017058
533,2118,539,2015,1,26498,3.773869726017058
534,2119,4420,2017,1,25346,3.945395723191036
535,2119,6,2015,1,25346,3.945395723191036
536,2119,899,2016,1,25346,3.945395723191036
537,2120,52,2016,1,15181,6.58718134510243
538,2120,9999,2015,1,15181,6.58718134510243
539,2122,4429,2016,1,23479,4.259125175688913
540,2124,330,2017,1,47783,2.0927945085072097
541,2124,4281,2018,1,47783,2.0927945085072097
542,2125,4420,2017,1,33295,3.003453972067878
543,2125,4429,2015,1,33295,3.003453972067878
544,2125,511,2015,1,33295,3.003453972067878
545,2125,9999,2016,1,33295,3.003453972067878
546,2127,4420,2018,1,31799,3.144752979653448
547,2127,510,2018,1,31799,3.144752979653448
548,2128,111,2017,1,40508,2.468648168263059
549,2128,111,2018,1,40508,2.468648168263059
550,2128,20,2017,1,40508,2.468648168263059
551,2128,423,2017,1,40508,2.468648168263059
552,2128,512,2016,1,40508,2.468648168263059
553,2128,513,2017,1,40508,2.468648168263059
554,2128,52,2017,1,40508,2.468648168263059
555,2128,6,2016,1,40508,2.468648168263059
556,2128,9999,2015,1,40508,2.468648168263059
557,2128,9999,2016,1,40508,2.468648168263059
558,2129,310,2018,1,16439,6.083095078776081
559,2129,440,2017,1,16439,6.083095078776081
560,2129,440,2018,1,16439,6.083095078776081
561,2129,4422,2017,1,16439,6.083095078776081
562,2129,449,2017,1,16439,6.083095078776081
563,2129,9999,2017,1,16439,6.083095078776081
564,2130,422,2015,1,35401,2.8247789610462983
565,2130,4420,2018,1,35401,2.8247789610462983
566,2130,4422,2015,1,35401,2.8247789610462983
567,2130,9999,2015,1,35401,2.8247789610462983
568,2130,9999,2017,1,35401,2.8247789610462983
569,2131,322,2015,1,29826,3.352779454167505
570,2131,899,2016,1,29826,3.352779454167505
571,2132,310,2018,1,25861,3.866826495495147
572,2132,341,2018,1,25861,3.866826495495147
573,2132,510,2017,1,25861,3.866826495495147
574,2134,111,2018,1,21503,4.6505138817839375
575,2134,330,2018,1,21503,4.6505138817839375
576,2134,4281,2018,1,21503,4.6505138817839375
577,2134,4420,2017,1,21503,4.6505138817839375
578,2134,4420,2018,1,21503,4.6505138817839375
579,2134,511,2017,1,21503,4.6505138817839375
580,2134,52,2016,1,21503,4.6505138817839375
581,2135,310,2016,1,42780,2.337540906965872
582,2135,4420,2015,1,42780,2.337540906965872
583,2135,4422,2015,1,42780,2.337540906965872
584,2135,510,2016,1,42780,2.337540906965872
585,2135,512,2015,1,42780,2.337540906965872
586,2135,512,2018,1,42780,2.337540906965872
587,2135,6,2017,1,42780,2.337540906965872
588,2136,130,2018,1,28488,3.5102499297950014
589,2138,10,2017,1,36314,2.753758880872391
590,2138,341,2015,1,36314,2.753758880872391
591,2138,342,2015,1,36314,2.753758880872391
