,Zip,Nature,Year,Counts,2010Pop,Per100k
4045,14001,1972,2017,2,9464,21.132713440405748
4046,14004,111,2015,1,12704,7.871536523929471
4047,14006,1311,2017,1,9858,10.144045445323595
4048,14009,1972,2018,1,5672,17.63046544428773
4049,14012,1311,2018,1,2362,42.33700254022015
4050,14013,10,2016,1,1751,57.110222729868646
4051,14020,111,2015,1,23306,4.290740581824423
4052,14020,111,2018,1,23306,4.290740581824423
4053,14020,1311,2017,2,23306,8.581481163648846
4054,14020,1311,2018,3,23306,12.872221745473269
4055,14020,162,2018,1,23306,4.290740581824423
4056,14020,1834,2016,1,23306,4.290740581824423
4057,14020,1972,2017,1,23306,4.290740581824423
4058,14030,1839,2018,1,1807,55.34034311012728
4059,14031,111,2017,1,9392,10.647359454855197
4060,14036,1523,2015,1,5201,19.227071716977505
4061,14047,1839,2016,1,6440,15.527950310559007
4062,14048,111,2015,1,15072,6.634819532908705
4063,14048,111,2017,1,15072,6.634819532908705
4064,14048,111,2018,1,15072,6.634819532908705
4065,14048,1311,2016,3,15072,19.904458598726116
4066,14048,1311,2017,2,15072,13.26963906581741
4067,14048,1311,2018,1,15072,6.634819532908705
4068,14048,1511,2017,1,15072,6.634819532908705
4069,14048,1522,2016,1,15072,6.634819532908705
4070,14051,111,2017,1,19533,5.119541289100497
4071,14052,1311,2015,1,17329,5.770673437590167
4072,14057,1311,2017,1,8116,12.32134056185313
4073,14058,1311,2017,1,2285,43.7636761487965
4074,14059,1311,2016,2,8933,22.388895108026418
4075,14068,111,2018,1,7150,13.986013986013987
4076,14068,1999,2017,1,7150,13.986013986013987
4077,14072,1311,2015,1,20374,4.908216354176893
4078,14075,111,2018,1,41937,2.384529174714453
4079,14075,194,2015,1,41937,2.384529174714453
4080,14075,1972,2016,1,41937,2.384529174714453
4081,14080,1311,2016,1,4330,23.094688221709006
4082,14086,10,2015,1,31847,3.14001318805539
4083,14086,111,2017,1,31847,3.14001318805539
4084,14086,111,2018,1,31847,3.14001318805539
4085,14086,1311,2015,1,31847,3.14001318805539
4086,14086,1311,2017,4,31847,12.56005275222156
4087,14086,1311,2018,1,31847,3.14001318805539
4088,14086,1830,2016,1,31847,3.14001318805539
4089,14086,194,2015,1,31847,3.14001318805539
4090,14086,1971,2017,1,31847,3.14001318805539
4091,14092,1311,2016,1,11086,9.020386072523904
4092,14094,1311,2015,1,50666,1.9737101803971104
4093,14094,1311,2016,1,50666,1.9737101803971104
4094,14103,1311,2015,1,11183,8.942144326209425
4095,14103,1311,2016,1,11183,8.942144326209425
4096,14103,1311,2017,2,11183,17.88428865241885
4097,14111,111,2018,1,3352,29.83293556085919
4098,14113,1311,2017,1,703,142.2475106685633
4099,14120,111,2016,1,45100,2.2172949002217295
4100,14120,1311,2016,2,45100,4.434589800443459
4101,14120,1311,2017,1,45100,2.2172949002217295
4102,14120,1311,2018,1,45100,2.2172949002217295
4103,14120,133,2017,1,45100,2.2172949002217295
4104,14125,1311,2016,1,3782,26.441036488630353
4105,14127,111,2017,2,29961,6.6753446146657325
4106,14127,1311,2018,1,29961,3.3376723073328662
4107,14127,160,2015,1,29961,3.3376723073328662
4108,14132,1311,2016,1,6218,16.08234158893535
4109,14139,1831,2016,1,2125,47.05882352941177
4110,14141,111,2017,1,7728,12.939958592132506
4111,14141,111,2018,1,7728,12.939958592132506
4112,14150,111,2015,2,41676,4.798925040790863
4113,14150,111,2016,1,41676,2.3994625203954314
4114,14150,111,2017,3,41676,7.198387561186294
4115,14150,111,2018,2,41676,4.798925040790863
4116,14150,1211,2018,1,41676,2.3994625203954314
4117,14150,1311,2016,1,41676,2.3994625203954314
4118,14150,1311,2017,2,41676,4.798925040790863
4119,14150,1311,2018,2,41676,4.798925040790863
4120,14150,1510,2017,1,41676,2.3994625203954314
4121,14150,1832,2015,1,41676,2.3994625203954314
4122,14150,194,2017,1,41676,2.3994625203954314
4123,14150,1972,2015,1,41676,2.3994625203954314
4124,14150,1972,2016,1,41676,2.3994625203954314
4125,14171,1834,2016,1,2077,48.146364949446316
4126,14201,111,2016,1,11549,8.658758334054896
4127,14201,1520,2016,1,11549,8.658758334054896
4128,14202,1212,2018,1,3911,25.568908207619536
4129,14202,1311,2015,1,3911,25.568908207619536
4130,14202,1311,2016,1,3911,25.568908207619536
4131,14202,1839,2015,1,3911,25.568908207619536
4132,14202,2330,2017,1,3911,25.568908207619536
4133,14203,111,2015,2,1618,123.60939431396785
4134,14203,160,2016,1,1618,61.80469715698393
4135,14206,10,2018,1,20751,4.8190448653076965
4136,14206,111,2015,1,20751,4.8190448653076965
4137,14206,1311,2016,2,20751,9.638089730615393
4138,14206,1311,2017,2,20751,9.638089730615393
4139,14206,1311,2018,1,20751,4.8190448653076965
4140,14206,143,2016,1,20751,4.8190448653076965
4141,14206,1520,2016,1,20751,4.8190448653076965
4142,14206,1961,2017,1,20751,4.8190448653076965
4143,14207,10,2015,1,23552,4.2459239130434785
4144,14207,111,2016,2,23552,8.491847826086957
4145,14207,111,2017,1,23552,4.2459239130434785
4146,14207,1311,2016,1,23552,4.2459239130434785
4147,14207,1312,2018,1,23552,4.2459239130434785
4148,14209,1311,2017,1,7926,12.616704516780217
4149,14210,1231,2017,1,14694,6.805498843065196
4150,14210,1311,2018,1,14694,6.805498843065196
4151,14211,10,2015,1,22611,4.422626155411082
4152,14211,1510,2015,1,22611,4.422626155411082
4153,14213,162,2018,1,24465,4.087471898630697
4154,14214,10,2017,1,19775,5.056890012642225
4155,14214,1311,2017,1,19775,5.056890012642225
4156,14214,1311,2018,1,19775,5.056890012642225
4157,14214,1972,2016,1,19775,5.056890012642225
4158,14214,1972,2018,1,19775,5.056890012642225
4159,14215,10,2015,1,39999,2.500062501562539
4160,14215,1972,2018,1,39999,2.500062501562539
4161,14216,111,2017,1,22431,4.458116000178324
4162,14217,111,2018,1,23480,4.258943781942079
4163,14217,1311,2015,1,23480,4.258943781942079
4164,14217,1311,2018,1,23480,4.258943781942079
4165,14218,111,2017,1,19039,5.252376700456957
4166,14218,1311,2016,1,19039,5.252376700456957
4167,14218,1311,2018,2,19039,10.504753400913915
4168,14218,160,2015,1,19039,5.252376700456957
4169,14219,111,2018,1,11536,8.668515950069349
4170,14219,1311,2016,1,11536,8.668515950069349
4171,14219,1311,2017,1,11536,8.668515950069349
4172,14219,1520,2018,1,11536,8.668515950069349
4173,14219,160,2015,2,11536,17.337031900138697
4174,14219,1839,2016,1,11536,8.668515950069349
4175,14219,1972,2015,1,11536,8.668515950069349
4176,14220,1311,2016,1,24227,4.127626202171132
4177,14220,132,2015,1,24227,4.127626202171132
4178,14221,10,2015,1,53555,1.8672392867145924
4179,14221,111,2018,1,53555,1.8672392867145924
4180,14221,1311,2018,1,53555,1.8672392867145924
4181,14221,1972,2015,1,53555,1.8672392867145924
4182,14221,1972,2018,1,53555,1.8672392867145924
4183,14224,111,2017,1,39889,2.5069568051342475
4184,14224,1311,2015,1,39889,2.5069568051342475
4185,14224,1311,2016,1,39889,2.5069568051342475
4186,14224,1311,2017,1,39889,2.5069568051342475
4187,14224,1831,2018,1,39889,2.5069568051342475
4188,14224,194,2016,1,39889,2.5069568051342475
4189,14224,1972,2018,1,39889,2.5069568051342475
4190,14225,10,2015,1,33385,2.995357196345664
4191,14225,111,2018,1,33385,2.995357196345664
4192,14225,1311,2016,2,33385,5.990714392691328
4193,14225,133,2016,1,33385,2.995357196345664
4194,14225,1510,2015,1,33385,2.995357196345664
4195,14225,1530,2016,1,33385,2.995357196345664
4196,14225,160,2018,1,33385,2.995357196345664
4197,14225,1681,2017,1,33385,2.995357196345664
4198,14226,111,2016,1,29267,3.4168175761096116
4199,14226,1311,2015,1,29267,3.4168175761096116
4200,14227,111,2015,1,23426,4.268761205498164
4201,14227,111,2016,1,23426,4.268761205498164
4202,14227,1311,2015,2,23426,8.537522410996328
4203,14227,132,2015,1,23426,4.268761205498164
4204,14227,1520,2015,1,23426,4.268761205498164
4205,14228,111,2015,1,20857,4.794553387351968
4206,14228,1311,2017,1,20857,4.794553387351968
4207,14228,1520,2018,1,20857,4.794553387351968
4208,14301,10,2015,1,12817,7.802137785753296
4209,14302,1311,2016,1,107,934.5794392523363
4210,14302,1520,2016,1,107,934.5794392523363
4211,14302,1839,2015,1,107,934.5794392523363
4212,14303,1311,2017,1,5981,16.719612104999165
4213,14303,1972,2017,1,5981,16.719612104999165
4214,14304,111,2015,1,30389,3.2906643851393595
4215,14304,111,2016,1,30389,3.2906643851393595
4216,14304,111,2018,2,30389,6.581328770278719
4217,14304,1311,2015,2,30389,6.581328770278719
4218,14304,1311,2016,1,30389,3.2906643851393595
4219,14304,1311,2017,2,30389,6.581328770278719
4220,14304,1510,2015,1,30389,3.2906643851393595
4221,14304,1520,2015,1,30389,3.2906643851393595
4222,14304,160,2017,1,30389,3.2906643851393595
4223,14305,111,2017,1,16898,5.917860101787194
4224,14305,1311,2017,1,16898,5.917860101787194
4225,14305,1311,2018,1,16898,5.917860101787194
4226,14411,111,2016,2,14491,13.801670002070251
4227,14411,111,2018,1,14491,6.900835001035126
4228,14414,1311,2017,1,7142,14.001680201624197
4229,14420,111,2016,1,20467,4.885913910196902
4230,14420,111,2017,1,20467,4.885913910196902
4231,14420,1311,2018,1,20467,4.885913910196902
4232,14422,1311,2017,1,2468,40.51863857374392
4233,14423,1972,2017,1,4799,20.837674515524068
4234,14424,111,2015,1,27007,3.7027437331062316
4235,14424,1311,2018,1,27007,3.7027437331062316
4236,14424,1520,2016,1,27007,3.7027437331062316
4237,14424,1720,2016,1,27007,3.7027437331062316
4238,14425,1311,2017,1,10717,9.330969487729774
4239,14427,1311,2018,1,1964,50.91649694501018
4240,14432,1311,2016,1,5726,17.464198393293746
4241,14435,193,2015,1,2941,34.002040122407344
4242,14437,1972,2015,1,11415,8.760402978537012
4243,14450,111,2016,1,41104,2.4328532502919424
4244,14450,1510,2018,1,41104,2.4328532502919424
4245,14454,2331,2017,1,11073,9.030976248532466
4246,14456,111,2015,1,20087,4.9783442027181755
4247,14456,111,2018,1,20087,4.9783442027181755
4248,14456,1311,2015,1,20087,4.9783442027181755
4249,14456,1311,2016,1,20087,4.9783442027181755
4250,14456,1311,2017,1,20087,4.9783442027181755
4251,14456,1520,2017,1,20087,4.9783442027181755
4252,14456,1729,2017,1,20087,4.9783442027181755
4253,14456,1971,2016,1,20087,4.9783442027181755
4254,14456,1972,2015,1,20087,4.9783442027181755
4255,14464,1512,2017,1,7524,13.290802764486976
4256,14467,111,2018,1,9105,10.982976386600768
4257,14467,1520,2018,1,9105,10.982976386600768
4258,14467,1532,2015,1,9105,10.982976386600768
4259,14467,1729,2015,1,9105,10.982976386600768
4260,14469,111,2018,1,6220,16.077170418006432
4261,14469,1972,2015,1,6220,16.077170418006432
4262,14471,1311,2018,1,2672,37.4251497005988
4263,14472,111,2017,1,8598,11.630611770179112
4264,14505,1311,2017,1,5393,18.542555164101614
4265,14513,1311,2018,1,13976,7.155123068116771
4266,14514,1530,2018,1,6389,15.651901706057286
4267,14517,1311,2015,1,2883,34.6860908775581
4268,14519,111,2015,1,11581,8.634832915983075
4269,14519,111,2017,1,11581,8.634832915983075
4270,14519,1311,2017,1,11581,8.634832915983075
4271,14526,111,2016,1,19804,5.049484952534841
4272,14526,1311,2015,1,19804,5.049484952534841
4273,14526,1960,2016,1,19804,5.049484952534841
4274,14527,1520,2018,1,12820,7.800312012480499
4275,14527,1523,2015,1,12820,7.800312012480499
4276,14530,111,2015,1,5575,17.937219730941703
4277,14532,132,2015,1,4431,22.568269013766646
4278,14534,111,2017,1,31426,3.1820785336982116
4279,14534,1510,2017,1,31426,3.1820785336982116
4280,14534,1972,2015,1,31426,3.1820785336982116
4281,14546,111,2017,1,4695,21.299254526091584
4282,14546,1510,2015,1,4695,21.299254526091584
4283,14551,1311,2016,1,5651,17.695983011856306
4284,14559,111,2018,1,18057,5.538018496981779
4285,14559,132,2017,1,18057,5.538018496981779
4286,14564,111,2015,2,14487,13.80548077586802
4287,14564,1311,2017,1,14487,6.90274038793401
4288,14564,1972,2015,1,14487,6.90274038793401
4289,14569,111,2015,1,6211,16.100466913540494
4290,14569,1311,2015,1,6211,16.100466913540494
4291,14572,1311,2017,1,5081,19.6811651249754
4292,14580,111,2016,1,50587,1.9767924565599857
4293,14580,1311,2016,2,50587,3.9535849131199714
4294,14580,1311,2018,1,50587,1.9767924565599857
4295,14580,132,2016,1,50587,1.9767924565599857
4296,14580,133,2016,1,50587,1.9767924565599857
4297,14580,161,2016,2,50587,3.9535849131199714
4298,14580,162,2018,1,50587,1.9767924565599857
4299,14580,1963,2015,1,50587,1.9767924565599857
4300,14586,111,2016,1,10256,9.750390015600624
4301,14586,111,2018,1,10256,9.750390015600624
4302,14586,1311,2017,1,10256,9.750390015600624
4303,14590,1311,2018,1,5446,18.36210062431142
4304,14591,111,2018,1,1748,57.20823798627002
4305,14605,111,2017,1,12610,7.930214115781126
4306,14605,1311,2015,1,12610,7.930214115781126
4307,14606,111,2017,1,28255,3.5391966023712618
4308,14606,1311,2015,2,28255,7.0783932047425235
4309,14606,1311,2017,2,28255,7.0783932047425235
4310,14606,1311,2018,1,28255,3.5391966023712618
4311,14606,1319,2016,1,28255,3.5391966023712618
4312,14606,1510,2015,1,28255,3.5391966023712618
4313,14606,1520,2015,1,28255,3.5391966023712618
4314,14606,1530,2017,1,28255,3.5391966023712618
4315,14606,1839,2015,1,28255,3.5391966023712618
4316,14608,1311,2016,1,12268,8.15128790348875
4317,14609,111,2016,1,42571,2.3490169364121116
4318,14609,143,2017,1,42571,2.3490169364121116
4319,14610,1834,2017,1,14233,7.025925665706457
4320,14611,111,2017,1,17396,5.748447919061854
4321,14611,1311,2015,1,17396,5.748447919061854
4322,14611,1510,2015,1,17396,5.748447919061854
4323,14611,1523,2018,1,17396,5.748447919061854
4324,14611,160,2018,1,17396,5.748447919061854
4325,14612,124,2017,1,34515,2.897291032884253
4326,14612,1533,2017,1,34515,2.897291032884253
4327,14613,111,2016,1,14730,6.788866259334691
4328,14613,111,2018,1,14730,6.788866259334691
4329,14614,1520,2015,1,1224,81.69934640522877
4330,14615,1311,2017,1,16099,6.211565935772408
4331,14615,1523,2018,1,16099,6.211565935772408
4332,14616,1311,2015,1,28534,3.504591014228639
4333,14616,1311,2017,1,28534,3.504591014228639
4334,14618,1972,2018,1,22920,4.363001745200698
4335,14619,111,2018,1,14749,6.780120686148214
4336,14620,10,2015,1,25141,3.9775665248001277
4337,14621,111,2016,1,33802,2.9584048281166795
4338,14621,111,2018,1,33802,2.9584048281166795
4339,14621,133,2018,1,33802,2.9584048281166795
4340,14622,10,2017,1,12108,8.259002312520646
4341,14623,111,2016,3,27173,11.040370956464137
4342,14623,111,2017,4,27173,14.720494608618848
4343,14623,111,2018,1,27173,3.680123652154712
4344,14623,1311,2015,1,27173,3.680123652154712
4345,14623,133,2015,1,27173,3.680123652154712
4346,14623,1689,2017,1,27173,3.680123652154712
4347,14623,181,2018,1,27173,3.680123652154712
4348,14623,193,2015,1,27173,3.680123652154712
4349,14623,194,2016,1,27173,3.680123652154712
4350,14623,1972,2017,1,27173,3.680123652154712
4351,14624,111,2015,1,36296,2.7551245316288298
4352,14624,111,2018,2,36296,5.5102490632576595
4353,14624,1231,2017,2,36296,5.5102490632576595
4354,14624,1311,2015,1,36296,2.7551245316288298
4355,14624,1311,2017,1,36296,2.7551245316288298
4356,14624,1311,2018,1,36296,2.7551245316288298
4357,14624,1520,2015,1,36296,2.7551245316288298
4358,14624,1520,2016,1,36296,2.7551245316288298
4359,14625,1311,2016,1,10387,9.62741888899586
4360,14625,1311,2017,1,10387,9.62741888899586
4361,14625,1520,2015,1,10387,9.62741888899586
4362,14625,1523,2018,1,10387,9.62741888899586
4363,14626,111,2018,1,30041,3.328783995206551
4364,14626,132,2017,1,30041,3.328783995206551
4365,14626,1839,2015,1,30041,3.328783995206551
4366,14627,111,2015,1,2320,43.10344827586207
4367,14627,194,2016,1,2320,43.10344827586207
4368,14701,111,2017,1,40730,2.4551927326295115
4369,14701,111,2018,3,40730,7.365578197888534
4370,14701,1311,2015,1,40730,2.4551927326295115
4371,14701,1311,2016,1,40730,2.4551927326295115
4372,14701,1311,2017,1,40730,2.4551927326295115
4373,14701,1311,2018,1,40730,2.4551927326295115
4374,14701,1521,2016,1,40730,2.4551927326295115
4375,14701,1831,2018,1,40730,2.4551927326295115
4376,14716,111,2015,1,3104,32.21649484536083
4377,14716,111,2016,1,3104,32.21649484536083
4378,14724,10,2015,1,2540,39.37007874015748
4379,14724,185,2018,1,2540,39.37007874015748
4380,14727,1839,2016,1,5450,18.34862385321101
4381,14733,111,2018,1,3833,26.089225150013043
4382,14733,1311,2015,2,3833,52.178450300026086
4383,14733,132,2018,1,3833,26.089225150013043
4384,14750,1311,2015,1,4426,22.593764121102577
4385,14760,111,2016,1,18775,5.326231691078561
4386,14760,111,2018,1,18775,5.326231691078561
4387,14760,1311,2015,1,18775,5.326231691078561
4388,14760,1311,2016,1,18775,5.326231691078561
4389,14760,1972,2018,1,18775,5.326231691078561
4390,14767,111,2018,1,2088,47.89272030651341
4391,14779,1311,2018,1,6932,14.425851125216386
4392,14784,111,2018,1,1033,96.8054211035818
4393,14787,1972,2018,1,5121,19.527436047646944
4394,14801,1311,2016,1,5475,18.264840182648403
4395,14801,160,2015,1,5475,18.264840182648403
4396,14801,194,2015,1,5475,18.264840182648403
4397,14807,1520,2017,1,3076,32.50975292587776
4398,14818,1311,2018,1,1745,57.306590257879655
4399,14821,1311,2018,1,3314,30.175015087507543
4400,14825,1972,2017,1,919,108.8139281828074
4401,14825,2432,2016,1,919,108.8139281828074
4402,14830,111,2016,1,19850,5.037783375314862
4403,14830,1311,2016,1,19850,5.037783375314862
4404,14830,1522,2016,1,19850,5.037783375314862
4405,14830,1972,2015,1,19850,5.037783375314862
4406,14830,2331,2018,1,19850,5.037783375314862
4407,14842,133,2018,1,938,106.60980810234541
4408,14845,111,2016,1,20453,4.889258299515963
4409,14845,1311,2015,1,20453,4.889258299515963
4410,14846,111,2017,1,792,126.26262626262627
4411,14850,111,2015,1,63886,1.5652881695520144
4412,14850,111,2016,1,63886,1.5652881695520144
4413,14850,111,2018,2,63886,3.130576339104029
4414,14850,1129,2017,1,63886,1.5652881695520144
4415,14850,1311,2015,1,63886,1.5652881695520144
4416,14850,1510,2015,1,63886,1.5652881695520144
4417,14850,1530,2016,1,63886,1.5652881695520144
4418,14850,181,2017,1,63886,1.5652881695520144
4419,14850,194,2018,1,63886,1.5652881695520144
4420,14850,1972,2016,1,63886,1.5652881695520144
4421,14853,1311,2017,1,2755,36.297640653357526
4422,14870,111,2016,1,9821,10.182262498727217
4423,14870,111,2018,1,9821,10.182262498727217
4424,14870,1311,2017,1,9821,10.182262498727217
4425,14870,1311,2018,1,9821,10.182262498727217
4426,14872,1311,2017,1,605,165.2892561983471
4427,14873,111,2015,1,2448,40.84967320261438
4428,14873,1834,2018,1,2448,40.84967320261438
4429,14891,111,2017,1,4149,24.10219329959026
4430,14891,1311,2016,1,4149,24.10219329959026
4431,14892,132,2015,1,8189,12.211503236048358
4432,14895,111,2016,1,9616,10.399334442595674
4433,14895,1311,2016,1,9616,10.399334442595674
4434,14901,1311,2016,3,16736,17.92543021032505
4435,14901,1510,2016,1,16736,5.975143403441683
4436,14901,1520,2015,1,16736,5.975143403441683
4437,14901,191,2018,1,16736,5.975143403441683
4438,14901,1972,2015,1,16736,5.975143403441683
4439,14903,111,2016,1,7567,13.215276860050219
4440,14903,111,2017,1,7567,13.215276860050219
4441,14903,1311,2016,1,7567,13.215276860050219
4442,14904,1311,2015,1,16269,6.146659290675518
4443,14905,1311,2015,1,9070,11.025358324145536
4444,15001,1311,2015,2,31964,6.257039169065198
4445,15001,1311,2016,1,31964,3.128519584532599
4446,15001,1972,2015,1,31964,3.128519584532599
4447,15003,10,2018,1,11861,8.430992327796982
4448,15003,111,2015,1,11861,8.430992327796982
4449,15003,111,2016,3,11861,25.292976983390943
4450,15003,111,2017,1,11861,8.430992327796982
4451,15003,1311,2017,1,11861,8.430992327796982
4452,15003,1311,2018,1,11861,8.430992327796982
4453,15003,194,2017,1,11861,8.430992327796982
4454,15003,1972,2015,1,11861,8.430992327796982
4455,15003,1972,2018,1,11861,8.430992327796982
4456,15003,1999,2018,1,11861,8.430992327796982
4457,15005,132,2017,1,9450,10.582010582010582
4458,15005,1972,2018,1,9450,10.582010582010582
4459,15009,1972,2017,1,15082,6.6304203686513725
4460,15010,1311,2015,1,28425,3.5180299032541775
4461,15010,1311,2018,1,28425,3.5180299032541775
4462,15012,111,2015,2,15905,12.574662055957246
4463,15012,1311,2015,1,15905,6.287331027978623
4464,15012,1311,2016,1,15905,6.287331027978623
4465,15012,1311,2018,1,15905,6.287331027978623
4466,15012,132,2016,1,15905,6.287331027978623
4467,15012,134,2016,1,15905,6.287331027978623
4468,15012,1972,2015,1,15905,6.287331027978623
4469,15012,1972,2017,1,15905,6.287331027978623
4470,15014,111,2017,1,3184,31.407035175879397
4471,15014,1311,2018,1,3184,31.407035175879397
4472,15014,1972,2018,1,3184,31.407035175879397
4473,15017,111,2017,1,16213,6.167889964843027
4474,15017,111,2018,1,16213,6.167889964843027
4475,15017,1311,2015,2,16213,12.335779929686055
4476,15017,1311,2017,1,16213,6.167889964843027
4477,15017,132,2016,1,16213,6.167889964843027
4478,15017,1520,2018,1,16213,6.167889964843027
4479,15017,160,2015,1,16213,6.167889964843027
4480,15017,1972,2015,1,16213,6.167889964843027
4481,15019,111,2017,1,1719,58.17335660267597
4482,15019,111,2018,1,1719,58.17335660267597
4483,15019,132,2016,1,1719,58.17335660267597
4484,15022,111,2015,1,10340,9.671179883945841
4485,15022,193,2018,1,10340,9.671179883945841
4486,15022,1972,2016,1,10340,9.671179883945841
4487,15024,111,2017,1,9029,11.075423634954037
4488,15024,1311,2016,1,9029,11.075423634954037
4489,15024,1972,2018,1,9029,11.075423634954037
4490,15025,111,2018,1,15944,6.271951831409934
4491,15025,132,2016,1,15944,6.271951831409934
4492,15025,1520,2017,1,15944,6.271951831409934
4493,15025,1972,2017,1,15944,6.271951831409934
4494,15026,160,2015,1,3390,29.49852507374631
4495,15031,111,2018,1,513,194.9317738791423
4496,15033,1311,2015,1,4910,20.366598778004075
4497,15033,161,2017,1,4910,20.366598778004075
4498,15033,1972,2016,1,4910,20.366598778004075
4499,15033,1972,2018,1,4910,20.366598778004075
4500,15034,111,2015,1,1792,55.80357142857142
4501,15034,1520,2015,1,1792,55.80357142857142
4502,15042,111,2016,1,8105,12.338062924120914
4503,15042,1311,2015,1,8105,12.338062924120914
4504,15042,1839,2016,1,8105,12.338062924120914
4505,15043,111,2015,1,2458,40.68348250610252
4506,15043,1971,2016,1,2458,40.68348250610252
4507,15044,111,2016,1,27049,3.6969943435986545
4508,15044,111,2017,1,27049,3.6969943435986545
4509,15044,1311,2018,1,27049,3.6969943435986545
4510,15049,132,2016,1,895,111.73184357541899
4511,15051,1972,2015,1,461,216.91973969631238
4512,15055,1972,2015,1,1360,73.52941176470588
4513,15056,10,2017,1,1140,87.71929824561404
4514,15056,1311,2016,1,1140,87.71929824561404
4515,15056,1311,2018,1,1140,87.71929824561404
4516,15056,1520,2017,1,1140,87.71929824561404
4517,15056,1523,2017,1,1140,87.71929824561404
4518,15057,10,2015,1,13930,7.178750897343862
4519,15057,111,2017,2,13930,14.357501794687725
4520,15057,1311,2015,1,13930,7.178750897343862
4521,15057,193,2016,1,13930,7.178750897343862
4522,15059,1971,2018,1,4193,23.849272597185784
4523,15061,111,2015,1,12799,7.8131103992499416
4524,15061,111,2016,1,12799,7.8131103992499416
4525,15061,1311,2016,1,12799,7.8131103992499416
4526,15061,1311,2017,1,12799,7.8131103992499416
4527,15061,1311,2018,1,12799,7.8131103992499416
4528,15061,1520,2018,1,12799,7.8131103992499416
4529,15061,1523,2015,1,12799,7.8131103992499416
4530,15061,162,2016,1,12799,7.8131103992499416
4531,15061,1729,2016,1,12799,7.8131103992499416
4532,15061,1729,2018,1,12799,7.8131103992499416
4533,15061,194,2015,1,12799,7.8131103992499416
4534,15062,10,2016,1,7731,12.934937265554261
4535,15062,1212,2017,1,7731,12.934937265554261
4536,15062,1311,2016,1,7731,12.934937265554261
4537,15062,1520,2015,1,7731,12.934937265554261
4538,15062,1725,2018,1,7731,12.934937265554261
4539,15063,111,2017,1,11677,8.56384345294168
4540,15063,111,2018,1,11677,8.56384345294168
4541,15063,132,2018,1,11677,8.56384345294168
4542,15063,1523,2016,1,11677,8.56384345294168
4543,15064,111,2017,1,382,261.7801047120419
4544,15064,143,2018,1,382,261.7801047120419
4545,15066,1311,2017,1,12785,7.821666014861165
4546,15066,1520,2017,1,12785,7.821666014861165
4547,15068,111,2016,1,38785,2.5783163594173004
4548,15068,111,2017,2,38785,5.156632718834601
4549,15068,1231,2018,1,38785,2.5783163594173004
4550,15068,1233,2017,1,38785,2.5783163594173004
4551,15068,1311,2015,1,38785,2.5783163594173004
4552,15068,1522,2017,1,38785,2.5783163594173004
4553,15068,160,2018,1,38785,2.5783163594173004
4554,15068,1725,2018,1,38785,2.5783163594173004
4555,15068,1972,2016,1,38785,2.5783163594173004
4556,15068,1972,2017,1,38785,2.5783163594173004
4557,15071,124,2018,1,9956,10.04419445560466
4558,15074,10,2015,1,8874,11.268875366238449
4559,15074,111,2018,2,8874,22.537750732476898
4560,15074,1834,2018,1,8874,11.268875366238449
4561,15077,111,2016,1,198,505.0505050505051
4562,15077,180,2016,1,198,505.0505050505051
4563,15084,111,2016,1,10130,9.871668311944719
4564,15085,111,2016,1,7944,12.58811681772407
4565,15085,1231,2017,1,7944,12.58811681772407
4566,15085,1311,2015,1,7944,12.58811681772407
4567,15085,1972,2015,1,7944,12.58811681772407
4568,15086,111,2017,1,300,333.33333333333337
4569,15086,111,2018,2,300,666.6666666666667
4570,15086,1311,2018,1,300,333.33333333333337
4571,15086,160,2017,1,300,333.33333333333337
4572,15086,1972,2016,1,300,333.33333333333337
4573,15090,111,2016,2,21202,9.433072351664936
4574,15090,111,2017,3,21202,14.149608527497406
4575,15090,1231,2016,1,21202,4.716536175832468
4576,15102,111,2016,1,29529,3.3865014053980835
4577,15102,111,2017,1,29529,3.3865014053980835
4578,15102,111,2018,1,29529,3.3865014053980835
4579,15102,1311,2015,1,29529,3.3865014053980835
4580,15102,1311,2017,3,29529,10.15950421619425
4581,15102,194,2016,1,29529,3.3865014053980835
4582,15102,1961,2018,1,29529,3.3865014053980835
4583,15104,111,2015,1,9038,11.064394777605665
4584,15104,111,2016,1,9038,11.064394777605665
4585,15104,111,2017,1,9038,11.064394777605665
4586,15104,1720,2018,1,9038,11.064394777605665
4587,15104,1728,2018,1,9038,11.064394777605665
4588,15106,111,2015,1,18536,5.394907207596029
4589,15106,111,2018,1,18536,5.394907207596029
4590,15106,1311,2015,1,18536,5.394907207596029
4591,15106,1522,2017,1,18536,5.394907207596029
4592,15106,1972,2017,1,18536,5.394907207596029
4593,15106,1972,2018,1,18536,5.394907207596029
4594,15108,10,2015,1,40153,2.4904739371902473
4595,15108,111,2016,1,40153,2.4904739371902473
4596,15108,111,2018,2,40153,4.980947874380495
4597,15108,132,2016,2,40153,4.980947874380495
4598,15108,160,2016,1,40153,2.4904739371902473
4599,15110,111,2016,1,5565,17.969451931716083
4600,15110,1311,2018,1,5565,17.969451931716083
4601,15112,160,2015,1,3292,30.376670716889425
4602,15116,111,2017,1,14427,6.931447979482915
4603,15120,111,2018,1,18931,5.282341133590407
4604,15120,1311,2017,2,18931,10.564682267180814
4605,15120,1311,2018,1,18931,5.282341133590407
4606,15120,1530,2017,1,18931,5.282341133590407
4607,15120,1963,2018,1,18931,5.282341133590407
