,Zip,Nature,Year,Counts,2010Pop,Per100k
0,1001,111,2017,1,16769,5.963384817222256
1,1001,1311,2015,1,16769,5.963384817222256
2,1001,1311,2016,1,16769,5.963384817222256
3,1001,1311,2017,1,16769,5.963384817222256
4,1001,132,2018,1,16769,5.963384817222256
5,1001,1523,2017,1,16769,5.963384817222256
6,1001,1972,2018,1,16769,5.963384817222256
7,1002,10,2017,1,29049,3.442459292918861
8,1002,111,2018,1,29049,3.442459292918861
9,1002,1530,2017,1,29049,3.442459292918861
10,1002,1834,2017,1,29049,3.442459292918861
11,1002,1971,2018,1,29049,3.442459292918861
12,1003,111,2015,1,10372,9.641342074816814
13,1007,111,2018,1,14649,6.82640453273261
14,1010,1232,2017,1,3609,27.70850651149903
15,1013,111,2017,2,23188,8.625150940141452
16,1020,1532,2016,1,29668,3.370635027639207
17,1022,1520,2016,1,2451,40.79967360261118
18,1027,111,2017,1,17660,5.662514156285391
19,1027,132,2018,1,17660,5.662514156285391
20,1028,111,2018,1,15720,6.361323155216285
21,1028,1311,2015,1,15720,6.361323155216285
22,1028,1311,2018,1,15720,6.361323155216285
23,1028,132,2017,1,15720,6.361323155216285
24,1028,1972,2016,2,15720,12.72264631043257
25,1030,111,2017,1,11669,8.56971462850287
26,1035,111,2017,2,5250,38.095238095238095
27,1035,1311,2016,1,5250,19.047619047619047
28,1035,1311,2018,1,5250,19.047619047619047
29,1035,1839,2017,1,5250,19.047619047619047
30,1036,1520,2016,1,5109,19.573302016050107
31,1038,111,2016,1,2545,39.29273084479371
32,1038,111,2018,1,2545,39.29273084479371
33,1038,1238,2016,1,2545,39.29273084479371
34,1038,1311,2016,1,2545,39.29273084479371
35,1038,132,2017,1,2545,39.29273084479371
36,1040,111,2016,1,39880,2.507522567703109
37,1040,1311,2016,3,39880,7.5225677031093285
38,1040,1311,2017,1,39880,2.507522567703109
39,1040,1311,2018,2,39880,5.015045135406218
40,1040,132,2016,1,39880,2.507522567703109
41,1056,111,2017,1,21103,4.738662749372128
42,1056,111,2018,1,21103,4.738662749372128
43,1056,1131,2016,1,21103,4.738662749372128
44,1056,1311,2017,1,21103,4.738662749372128
45,1057,111,2018,1,8534,11.717834544176236
46,1060,111,2016,1,15284,6.542789845590159
47,1060,1834,2016,1,15284,6.542789845590159
48,1063,161,2017,1,430,232.5581395348837
49,1069,111,2017,1,8469,11.807769512339119
50,1069,1311,2018,1,8469,11.807769512339119
51,1069,132,2017,1,8469,11.807769512339119
52,1069,1522,2015,1,8469,11.807769512339119
53,1071,180,2016,1,1596,62.65664160401002
54,1075,111,2017,1,17527,5.705482969133337
55,1075,1311,2016,1,17527,5.705482969133337
56,1077,111,2016,1,9502,10.524100189433803
57,1082,1311,2017,1,10322,9.688044952528578
58,1082,138,2016,1,10322,9.688044952528578
59,1082,1530,2016,1,10322,9.688044952528578
60,1085,10,2018,1,41117,2.432084052824866
61,1085,111,2016,1,41117,2.432084052824866
62,1085,111,2017,3,41117,7.296252158474597
63,1085,1311,2018,1,41117,2.432084052824866
64,1085,132,2018,1,41117,2.432084052824866
65,1085,1510,2016,1,41117,2.432084052824866
66,1085,1510,2018,1,41117,2.432084052824866
67,1085,1972,2016,1,41117,2.432084052824866
68,1089,10,2015,1,28391,3.522242964319679
69,1089,111,2016,1,28391,3.522242964319679
70,1089,111,2018,1,28391,3.522242964319679
71,1089,132,2016,1,28391,3.522242964319679
72,1089,1729,2015,1,28391,3.522242964319679
73,1095,1311,2015,1,14319,6.983727913960472
74,1095,1834,2017,1,14319,6.983727913960472
75,1103,111,2018,1,2479,40.338846308995564
76,1103,132,2016,1,2479,40.338846308995564
77,1103,1831,2018,1,2479,40.338846308995564
78,1103,194,2016,1,2479,40.338846308995564
79,1104,1311,2017,1,22865,4.373496610540127
80,1104,1311,2018,2,22865,8.746993221080254
81,1104,132,2016,1,22865,4.373496610540127
82,1104,133,2016,1,22865,4.373496610540127
83,1104,1520,2015,1,22865,4.373496610540127
84,1104,1834,2015,1,22865,4.373496610540127
85,1104,1972,2016,2,22865,8.746993221080254
86,1105,111,2017,1,12350,8.097165991902834
87,1105,1311,2017,2,12350,16.194331983805668
88,1106,111,2016,1,16021,6.241807627488921
89,1108,1510,2015,1,26688,3.7470023980815346
90,1109,111,2015,1,30250,3.3057851239669422
91,1109,1311,2017,1,30250,3.3057851239669422
92,1119,10,2017,1,14152,7.066139061616732
93,1151,111,2015,1,8698,11.496895838123708
94,1151,111,2017,1,8698,11.496895838123708
95,1151,1311,2016,1,8698,11.496895838123708
96,1151,1311,2018,1,8698,11.496895838123708
97,1151,1530,2016,1,8698,11.496895838123708
98,1199,111,2016,2,0,0.0
99,1199,111,2018,1,0,0.0
100,1199,132,2018,1,0,0.0
101,1201,111,2015,3,46504,6.451057973507655
102,1201,111,2016,1,46504,2.150352657835885
103,1201,111,2018,1,46504,2.150352657835885
104,1201,120,2015,1,46504,2.150352657835885
105,1201,1311,2016,1,46504,2.150352657835885
106,1201,1311,2018,2,46504,4.30070531567177
107,1201,1312,2017,1,46504,2.150352657835885
108,1201,141,2015,1,46504,2.150352657835885
109,1201,1523,2016,1,46504,2.150352657835885
110,1201,1972,2015,1,46504,2.150352657835885
111,1222,1972,2016,1,829,120.62726176115801
112,1224,1311,2017,1,182,549.4505494505495
113,1226,111,2015,1,6945,14.398848092152626
114,1230,1729,2016,1,8430,11.862396204033214
115,1237,1831,2016,1,2496,40.06410256410256
116,1238,1311,2016,1,6047,16.5371258475277
117,1238,1972,2018,1,6047,16.5371258475277
118,1247,1972,2016,1,16087,6.216199415677255
119,1257,111,2016,1,2121,47.14757190004715
120,1262,111,2015,1,1238,80.77544426494346
121,1262,111,2017,1,1238,80.77544426494346
122,1262,133,2017,1,1238,80.77544426494346
123,1267,111,2015,1,7989,12.517211165352359
124,1301,111,2018,1,17700,5.649717514124294
125,1301,1311,2017,1,17700,5.649717514124294
126,1301,1311,2018,1,17700,5.649717514124294
127,1331,111,2015,1,13263,7.539772298876573
128,1331,1311,2015,1,13263,7.539772298876573
129,1331,1311,2016,3,13263,22.619316896629723
130,1339,10,2016,1,1438,69.54102920723227
131,1339,111,2016,1,1438,69.54102920723227
132,1342,111,2018,1,1492,67.02412868632707
133,1342,1971,2015,1,1492,67.02412868632707
134,1342,1972,2016,1,1492,67.02412868632707
135,1364,1311,2015,1,7969,12.548625925461163
136,1364,132,2015,1,7969,12.548625925461163
137,1373,194,2016,1,4600,21.73913043478261
138,1375,132,2015,1,3684,27.14440825190011
139,1376,1311,2015,1,5247,19.05850962454736
140,1376,1311,2018,1,5247,19.05850962454736
141,1376,133,2018,1,5247,19.05850962454736
142,1420,111,2018,1,40337,2.4791134690234773
143,1420,1311,2016,2,40337,4.958226938046955
144,1420,1311,2018,1,40337,2.4791134690234773
145,1420,132,2015,1,40337,2.4791134690234773
146,1420,1520,2015,1,40337,2.4791134690234773
147,1420,1839,2017,1,40337,2.4791134690234773
148,1420,194,2016,1,40337,2.4791134690234773
149,1432,111,2016,1,7089,14.10636196924813
150,1432,1311,2017,1,7089,14.10636196924813
151,1434,1972,2018,1,1795,55.71030640668524
152,1436,132,2017,1,3336,29.976019184652277
153,1440,111,2018,1,20347,4.9147294441441
154,1453,111,2015,1,40883,2.4460044517281023
155,1453,111,2016,1,40883,2.4460044517281023
156,1453,1311,2015,2,40883,4.892008903456205
157,1453,1311,2016,1,40883,2.4460044517281023
158,1453,1311,2017,2,40883,4.892008903456205
159,1453,1311,2018,1,40883,2.4460044517281023
160,1453,132,2016,2,40883,4.892008903456205
161,1453,194,2016,1,40883,2.4460044517281023
162,1462,1233,2018,1,10086,9.9147332936744
163,1463,1311,2015,1,11497,8.697921196833956
164,1473,111,2017,1,7277,13.74192661811186
165,1473,1311,2018,1,7277,13.74192661811186
166,1501,10,2015,1,16075,6.2208398133748055
167,1501,111,2016,2,16075,12.441679626749611
168,1501,111,2018,1,16075,6.2208398133748055
169,1501,1311,2017,2,16075,12.441679626749611
170,1501,1311,2018,1,16075,6.2208398133748055
171,1501,160,2017,1,16075,6.2208398133748055
172,1503,1972,2018,1,2866,34.89183531053733
173,1507,160,2018,1,12981,7.703566751405901
174,1510,111,2017,1,13606,7.349698662354843
175,1510,1971,2016,1,13606,7.349698662354843
176,1519,111,2016,1,6595,15.163002274450342
177,1520,132,2015,1,13997,7.144388083160678
178,1520,1971,2015,1,13997,7.144388083160678
179,1527,111,2016,1,13246,7.549448890231013
180,1527,1311,2015,1,13246,7.549448890231013
181,1527,1311,2016,1,13246,7.549448890231013
182,1532,111,2017,1,14155,7.064641469445426
183,1532,143,2016,1,14155,7.064641469445426
184,1536,111,2017,1,6888,14.518002322880372
185,1536,1311,2016,1,6888,14.518002322880372
186,1540,111,2017,1,11291,8.856611460455229
187,1540,1311,2015,1,11291,8.856611460455229
188,1540,1311,2017,1,11291,8.856611460455229
189,1540,1972,2015,1,11291,8.856611460455229
190,1545,111,2018,1,35299,2.832941443100371
191,1545,124,2018,1,35299,2.832941443100371
192,1545,1311,2016,2,35299,5.665882886200742
193,1550,111,2018,1,16719,5.981218972426581
194,1550,1311,2015,2,16719,11.962437944853162
195,1550,1311,2017,3,16719,17.943656917279743
196,1550,132,2017,1,16719,5.981218972426581
197,1550,1971,2018,1,16719,5.981218972426581
198,1562,1311,2015,1,11688,8.555783709787816
199,1564,111,2015,1,7808,12.807377049180328
200,1566,1311,2017,1,6294,15.888147442008263
201,1568,111,2017,1,7480,13.368983957219251
202,1569,10,2016,1,13569,7.369739848183358
203,1569,111,2016,1,13569,7.369739848183358
204,1569,1311,2017,1,13569,7.369739848183358
205,1570,132,2016,1,16767,5.964096141229796
206,1570,160,2018,1,16767,5.964096141229796
207,1570,1968,2018,1,16767,5.964096141229796
208,1571,10,2015,1,11390,8.77963125548727
209,1581,10,2015,1,18272,5.472854640980736
210,1581,111,2016,1,18272,5.472854640980736
211,1581,111,2017,1,18272,5.472854640980736
212,1581,1311,2016,1,18272,5.472854640980736
213,1581,1972,2016,1,18272,5.472854640980736
214,1581,1972,2018,1,18272,5.472854640980736
215,1585,133,2015,1,4554,21.958717610891526
216,1590,111,2016,2,8875,22.535211267605636
217,1590,111,2018,1,8875,11.267605633802818
218,1590,1311,2017,1,8875,11.267605633802818
219,1603,111,2016,1,19916,5.02108857200241
220,1603,1311,2016,1,19916,5.02108857200241
221,1603,1311,2017,2,19916,10.04217714400482
222,1603,194,2015,1,19916,5.02108857200241
223,1604,111,2015,1,34677,2.8837558035585547
224,1604,111,2018,1,34677,2.8837558035585547
225,1604,1311,2017,1,34677,2.8837558035585547
226,1604,1832,2015,1,34677,2.8837558035585547
227,1604,1972,2015,1,34677,2.8837558035585547
228,1605,1212,2016,1,26221,3.8137370809656383
229,1605,1311,2015,1,26221,3.8137370809656383
230,1605,1311,2017,1,26221,3.8137370809656383
231,1605,1311,2018,1,26221,3.8137370809656383
232,1605,160,2018,1,26221,3.8137370809656383
233,1605,1971,2017,1,26221,3.8137370809656383
234,1605,1972,2015,1,26221,3.8137370809656383
235,1606,1311,2015,2,19077,10.483828694239136
236,1606,193,2015,1,19077,5.241914347119568
237,1606,1973,2016,1,19077,5.241914347119568
238,1607,1311,2015,1,8351,11.974613818704347
239,1607,133,2017,1,8351,11.974613818704347
240,1607,194,2018,1,8351,11.974613818704347
241,1607,1972,2017,1,8351,11.974613818704347
242,1608,1311,2015,1,3888,25.7201646090535
243,1608,1311,2017,1,3888,25.7201646090535
244,1608,194,2016,1,3888,25.7201646090535
245,1609,1311,2017,1,22421,4.460104366442175
246,1609,160,2017,1,22421,4.460104366442175
247,1610,111,2015,1,23945,4.176237210273544
248,1610,1720,2015,1,23945,4.176237210273544
249,1610,1972,2017,1,23945,4.176237210273544
250,1701,111,2018,1,31217,3.2033827722074513
251,1701,1311,2015,2,31217,6.4067655444149025
252,1702,111,2015,1,37206,2.6877385367951407
253,1702,1311,2015,1,37206,2.6877385367951407
254,1702,1520,2015,1,37206,2.6877385367951407
255,1702,1972,2018,1,37206,2.6877385367951407
256,1720,111,2015,1,21361,4.681428772061233
257,1720,1311,2016,1,21361,4.681428772061233
258,1720,1972,2018,1,21361,4.681428772061233
259,1721,111,2016,1,16593,6.02663773880552
260,1730,111,2016,1,13221,7.56372437788367
261,1730,1510,2016,1,13221,7.56372437788367
262,1730,1972,2015,1,13221,7.56372437788367
263,1730,1972,2018,1,13221,7.56372437788367
264,1742,111,2016,1,17726,5.641430666817104
265,1742,111,2018,1,17726,5.641430666817104
266,1742,1311,2017,1,17726,5.641430666817104
267,1745,111,2015,1,397,251.88916876574308
268,1747,1311,2018,1,5911,16.91761123329386
269,1748,1311,2018,1,14925,6.700167504187605
270,1749,1311,2015,1,19063,5.245764045533232
271,1752,1311,2016,1,38499,2.5974700641575104
272,1757,111,2017,1,28061,3.563664872955347
273,1757,1232,2016,1,28061,3.563664872955347
274,1757,1311,2017,1,28061,3.563664872955347
275,1757,132,2016,1,28061,3.563664872955347
276,1757,160,2016,1,28061,3.563664872955347
277,1757,1971,2015,1,28061,3.563664872955347
278,1760,111,2016,1,32786,3.05008235222351
279,1760,111,2017,1,32786,3.05008235222351
280,1760,1311,2016,1,32786,3.05008235222351
281,1760,1972,2017,1,32786,3.05008235222351
282,1760,1972,2018,1,32786,3.05008235222351
283,1773,1311,2018,1,5112,19.561815336463223
284,1773,1972,2016,1,5112,19.561815336463223
285,1776,10,2015,1,17659,5.662834815108443
286,1801,1310,2016,1,38903,2.5704958486492044
287,1801,1311,2017,1,38903,2.5704958486492044
288,1801,133,2015,1,38903,2.5704958486492044
289,1801,1590,2016,1,38903,2.5704958486492044
290,1803,10,2017,1,24487,4.083799567117246
291,1803,1729,2017,1,24487,4.083799567117246
292,1810,111,2015,2,33201,6.0239149423210145
293,1810,111,2016,1,33201,3.0119574711605073
294,1810,143,2016,1,33201,3.0119574711605073
295,1810,193,2016,1,33201,3.0119574711605073
296,1821,10,2016,1,30310,3.299241174529858
297,1821,111,2015,1,30310,3.299241174529858
298,1821,111,2017,1,30310,3.299241174529858
299,1821,1311,2015,1,30310,3.299241174529858
300,1821,1311,2018,2,30310,6.598482349059716
301,1821,132,2016,1,30310,3.299241174529858
302,1824,1311,2015,1,24911,4.01429087551684
303,1824,1311,2018,1,24911,4.01429087551684
304,1824,1972,2018,1,24911,4.01429087551684
305,1826,111,2016,1,29422,3.3988172116103597
306,1826,162,2018,1,29422,3.3988172116103597
307,1830,1311,2018,1,25137,3.9781994669212715
308,1830,1522,2017,1,25137,3.9781994669212715
309,1830,1972,2015,1,25137,3.9781994669212715
310,1833,1311,2016,1,8183,12.220457045093486
311,1834,111,2015,1,6459,15.482272797646694
312,1835,1311,2017,1,13682,7.30887297178775
313,1835,160,2015,1,13682,7.30887297178775
314,1840,111,2017,1,4733,21.128248468201985
315,1840,1231,2016,1,4733,21.128248468201985
316,1841,111,2016,1,47225,2.1175224986765486
317,1841,1311,2015,1,47225,2.1175224986765486
318,1841,1510,2018,1,47225,2.1175224986765486
319,1843,1311,2015,1,24425,4.094165813715455
320,1843,1311,2016,1,24425,4.094165813715455
321,1844,10,2018,1,47249,2.1164469089292894
322,1845,10,2017,1,28352,3.527088036117381
323,1845,111,2016,1,28352,3.527088036117381
324,1851,1834,2015,1,30190,3.3123550844650547
325,1852,111,2016,1,33508,2.984361943416497
326,1852,1311,2016,1,33508,2.984361943416497
327,1852,1311,2018,1,33508,2.984361943416497
328,1854,111,2016,1,27606,3.622400927334638
329,1863,111,2015,1,8891,11.247328759419638
330,1867,111,2017,1,23956,4.174319585907497
331,1867,160,2018,1,23956,4.174319585907497
332,1867,1972,2017,1,23956,4.174319585907497
333,1876,111,2015,1,28667,3.4883315310287086
334,1876,1972,2018,1,28667,3.4883315310287086
335,1879,1311,2017,1,11305,8.845643520566123
336,1886,111,2017,1,21951,4.555601111566671
337,1886,1311,2016,1,21951,4.555601111566671
338,1887,1212,2017,1,22325,4.479283314669653
339,1887,132,2016,1,22325,4.479283314669653
340,1887,132,2018,1,22325,4.479283314669653
341,1887,160,2015,1,22325,4.479283314669653
342,1890,1960,2016,1,21382,4.6768309793284075
343,1901,1311,2016,1,1689,59.206631142687975
344,1901,1510,2017,1,1689,59.206631142687975
345,1901,1520,2016,1,1689,59.206631142687975
346,1902,1232,2016,1,45139,2.2153791621436008
347,1902,6119,2016,1,45139,2.2153791621436008
348,1904,10,2015,1,18203,5.4935999560512006
349,1904,1530,2016,1,18203,5.4935999560512006
350,1905,10,2015,1,25251,3.960239198447586
351,1905,1311,2015,1,25251,3.960239198447586
352,1905,143,2016,1,25251,3.960239198447586
353,1905,1522,2017,1,25251,3.960239198447586
354,1906,111,2018,1,26660,3.7509377344336086
355,1906,1520,2017,1,26660,3.7509377344336086
356,1906,1972,2017,1,26660,3.7509377344336086
357,1907,1839,2018,1,14027,7.129108148570614
358,1907,2254,2015,1,14027,7.129108148570614
359,1913,111,2016,1,16283,6.141374439599583
360,1913,111,2017,1,16283,6.141374439599583
361,1922,111,2016,1,3108,32.17503217503217
362,1923,10,2018,1,26342,3.7962189659099534
363,1923,1311,2017,1,26342,3.7962189659099534
364,1923,132,2018,1,26342,3.7962189659099534
365,1923,160,2018,2,26342,7.592437931819907
366,1930,10,2017,1,28789,3.4735489249366074
367,1930,1311,2018,1,28789,3.4735489249366074
368,1930,1510,2016,1,28789,3.4735489249366074
369,1930,1973,2016,1,28789,3.4735489249366074
370,1938,1311,2015,1,13175,7.590132827324479
371,1944,10,2016,1,5136,19.470404984423677
372,1945,1839,2015,1,19808,5.048465266558966
373,1950,1311,2016,2,17416,11.483693155718878
374,1950,1311,2017,1,17416,5.741846577859439
375,1950,162,2017,1,17416,5.741846577859439
376,1950,1960,2018,1,17416,5.741846577859439
377,1952,111,2018,2,8283,24.145840878908608
378,1952,1311,2018,1,8283,12.072920439454304
379,1952,141,2015,1,8283,12.072920439454304
380,1960,111,2015,1,50944,1.9629396984924623
381,1960,111,2017,1,50944,1.9629396984924623
382,1960,1121,2018,1,50944,1.9629396984924623
383,1960,194,2016,1,50944,1.9629396984924623
384,1970,111,2017,1,41109,2.4325573475394684
385,1970,1520,2018,1,41109,2.4325573475394684
386,1970,1971,2018,1,41109,2.4325573475394684
387,1970,2331,2017,1,41109,2.4325573475394684
388,2019,111,2016,1,16332,6.12294881214793
389,2019,1311,2015,1,16332,6.12294881214793
390,2021,10,2017,1,21561,4.6380038031631186
391,2021,111,2015,2,21561,9.276007606326237
392,2021,111,2016,1,21561,4.6380038031631186
393,2021,111,2018,1,21561,4.6380038031631186
394,2021,1311,2015,1,21561,4.6380038031631186
395,2021,1311,2018,1,21561,4.6380038031631186
396,2021,1312,2018,1,21561,4.6380038031631186
397,2021,161,2015,1,21561,4.6380038031631186
398,2021,1972,2018,2,21561,9.276007606326237
399,2026,111,2016,1,24711,4.046780785884829
400,2026,111,2018,1,24711,4.046780785884829
401,2026,1311,2016,1,24711,4.046780785884829
402,2026,1311,2017,1,24711,4.046780785884829
403,2026,1972,2017,1,24711,4.046780785884829
404,2035,111,2016,1,16865,5.929439667951379
405,2035,111,2017,2,16865,11.858879335902758
406,2035,1311,2016,2,16865,11.858879335902758
407,2035,1311,2018,1,16865,5.929439667951379
408,2035,1530,2016,1,16865,5.929439667951379
409,2035,161,2015,1,16865,5.929439667951379
410,2035,1972,2015,1,16865,5.929439667951379
411,2038,111,2015,1,31635,3.16105579263474
412,2038,1311,2015,2,31635,6.32211158526948
413,2038,1311,2016,1,31635,3.16105579263474
414,2038,1311,2018,1,31635,3.16105579263474
415,2038,1972,2016,1,31635,3.16105579263474
416,2043,130,2018,1,22157,4.513246378119781
417,2043,1972,2015,1,22157,4.513246378119781
418,2048,1729,2016,1,23184,4.313319530710835
419,2048,1971,2015,1,23184,4.313319530710835
420,2052,111,2017,1,12024,8.316699933466401
421,2052,132,2016,1,12024,8.316699933466401
422,2053,10,2017,1,12752,7.8419071518193215
423,2053,1721,2015,1,12752,7.8419071518193215
424,2061,111,2017,2,10506,19.036740909956215
425,2062,111,2015,1,28602,3.4962590028669323
426,2062,111,2016,1,28602,3.4962590028669323
427,2062,111,2017,3,28602,10.488777008600797
428,2062,111,2018,1,28602,3.4962590028669323
429,2062,1231,2017,1,28602,3.4962590028669323
430,2062,1311,2015,1,28602,3.4962590028669323
431,2062,1972,2017,1,28602,3.4962590028669323
432,2066,132,2015,1,17656,5.6637970095151795
433,2067,111,2015,1,17486,5.718860802928057
434,2067,1972,2015,1,17486,5.718860802928057
435,2072,10,2015,1,26999,3.7038408829956664
436,2072,10,2017,1,26999,3.7038408829956664
437,2072,1311,2015,1,26999,3.7038408829956664
438,2072,1311,2016,1,26999,3.7038408829956664
439,2072,1311,2017,1,26999,3.7038408829956664
440,2081,1311,2015,1,18472,5.413598960588999
441,2081,1311,2017,1,18472,5.413598960588999
442,2081,1311,2018,2,18472,10.827197921177998
443,2081,160,2018,1,18472,5.413598960588999
444,2090,111,2017,1,14636,6.832467887400929
445,2090,111,2018,1,14636,6.832467887400929
446,2090,1972,2016,1,14636,6.832467887400929
447,2093,111,2016,1,10955,9.128251939753536
448,2108,1311,2015,1,3825,26.143790849673206
449,2108,1522,2015,1,3825,26.143790849673206
450,2108,1971,2015,1,3825,26.143790849673206
451,2108,1972,2018,1,3825,26.143790849673206
452,2109,1311,2016,1,3771,26.518164942985948
453,2109,1311,2018,1,3771,26.518164942985948
454,2110,111,2015,3,1733,173.11021350259665
455,2110,111,2017,1,1733,57.703404500865545
456,2110,1311,2015,1,1733,57.703404500865545
457,2110,132,2015,1,1733,57.703404500865545
458,2110,132,2018,1,1733,57.703404500865545
459,2110,1834,2018,1,1733,57.703404500865545
460,2111,111,2018,1,7383,13.544629554381688
461,2113,10,2016,1,6915,14.461315979754158
462,2114,10,2015,1,11999,8.33402783565297
463,2114,111,2015,1,11999,8.33402783565297
464,2114,111,2017,3,11999,25.002083506958915
465,2114,111,2018,1,11999,8.33402783565297
466,2114,1311,2016,1,11999,8.33402783565297
467,2114,132,2017,1,11999,8.33402783565297
468,2114,133,2018,1,11999,8.33402783565297
469,2114,194,2017,1,11999,8.33402783565297
470,2115,10,2017,1,28441,3.5160507717731444
471,2115,111,2015,1,28441,3.5160507717731444
472,2115,111,2016,5,28441,17.580253858865724
473,2115,111,2017,2,28441,7.032101543546289
474,2115,111,2018,1,28441,3.5160507717731444
475,2115,1231,2017,1,28441,3.5160507717731444
476,2115,1231,2018,1,28441,3.5160507717731444
477,2115,1311,2015,1,28441,3.5160507717731444
478,2115,1311,2016,1,28441,3.5160507717731444
479,2115,143,2015,1,28441,3.5160507717731444
480,2115,1962,2015,1,28441,3.5160507717731444
481,2115,1963,2016,1,28441,3.5160507717731444
482,2115,1963,2017,1,28441,3.5160507717731444
483,2115,1969,2015,1,28441,3.5160507717731444
484,2115,1972,2015,2,28441,7.032101543546289
485,2115,1972,2017,1,28441,3.5160507717731444
486,2116,111,2015,2,20628,9.695559433779328
487,2116,1523,2016,1,20628,4.847779716889664
488,2116,1530,2016,1,20628,4.847779716889664
489,2116,160,2017,1,20628,4.847779716889664
490,2116,1972,2017,1,20628,4.847779716889664
491,2118,110,2015,1,26498,3.773869726017058
492,2118,111,2015,1,26498,3.773869726017058
493,2118,111,2016,1,26498,3.773869726017058
494,2118,111,2017,1,26498,3.773869726017058
495,2118,1972,2017,1,26498,3.773869726017058
496,2119,111,2016,1,25346,3.945395723191036
497,2119,1729,2015,1,25346,3.945395723191036
498,2119,1972,2017,1,25346,3.945395723191036
499,2120,111,2015,1,15181,6.58718134510243
500,2120,111,2016,1,15181,6.58718134510243
501,2122,1311,2016,1,23479,4.259125175688913
502,2124,111,2018,1,47783,2.0927945085072097
503,2124,134,2017,1,47783,2.0927945085072097
504,2125,10,2016,1,33295,3.003453972067878
505,2125,1311,2015,1,33295,3.003453972067878
506,2125,143,2015,1,33295,3.003453972067878
507,2125,1972,2017,1,33295,3.003453972067878
508,2127,1311,2018,1,31799,3.144752979653448
509,2127,132,2018,1,31799,3.144752979653448
510,2128,10,2015,1,40508,2.468648168263059
511,2128,10,2016,1,40508,2.468648168263059
512,2128,111,2017,3,40508,7.405944504789177
513,2128,132,2017,1,40508,2.468648168263059
514,2128,160,2017,1,40508,2.468648168263059
515,2128,162,2018,1,40508,2.468648168263059
516,2128,1729,2016,1,40508,2.468648168263059
517,2128,1972,2016,1,40508,2.468648168263059
518,2129,111,2018,1,16439,6.083095078776081
519,2129,1311,2017,3,16439,18.249285236328245
520,2129,132,2018,1,16439,6.083095078776081
521,2129,1530,2017,1,16439,6.083095078776081
522,2130,1311,2015,1,35401,2.8247789610462983
523,2130,1311,2018,1,35401,2.8247789610462983
524,2130,133,2017,1,35401,2.8247789610462983
525,2130,134,2015,1,35401,2.8247789610462983
526,2130,141,2015,1,35401,2.8247789610462983
527,2131,111,2015,1,29826,3.352779454167505
528,2131,1831,2016,1,29826,3.352779454167505
529,2132,111,2017,1,25861,3.866826495495147
530,2132,111,2018,1,25861,3.866826495495147
531,2132,194,2018,1,25861,3.866826495495147
532,2134,111,2018,1,21503,4.6505138817839375
533,2134,1212,2018,1,21503,4.6505138817839375
534,2134,1311,2017,1,21503,4.6505138817839375
535,2134,162,2018,1,21503,4.6505138817839375
536,2134,194,2018,1,21503,4.6505138817839375
537,2134,1972,2016,1,21503,4.6505138817839375
538,2134,1974,2017,1,21503,4.6505138817839375
539,2135,111,2016,2,42780,4.675081813931744
540,2135,111,2018,1,42780,2.337540906965872
541,2135,1311,2015,1,42780,2.337540906965872
542,2135,1530,2015,1,42780,2.337540906965872
543,2135,193,2017,1,42780,2.337540906965872
544,2135,1972,2015,1,42780,2.337540906965872
545,2136,132,2018,1,28488,3.5102499297950014
546,2138,111,2015,2,36314,5.507517761744782
547,2138,111,2017,3,36314,8.261276642617172
548,2138,111,2018,1,36314,2.753758880872391
549,2138,1311,2018,1,36314,2.753758880872391
550,2138,132,2018,1,36314,2.753758880872391
551,2138,150,2016,1,36314,2.753758880872391
552,2138,1520,2017,1,36314,2.753758880872391
553,2138,1963,2017,1,36314,2.753758880872391
554,2138,1972,2015,1,36314,2.753758880872391
555,2139,111,2015,2,36349,5.50221464139316
556,2139,1231,2017,1,36349,2.75110732069658
557,2139,124,2018,1,36349,2.75110732069658
558,2139,1311,2015,1,36349,2.75110732069658
559,2139,1311,2017,1,36349,2.75110732069658
560,2139,1311,2018,2,36349,5.50221464139316
561,2139,134,2016,1,36349,2.75110732069658
562,2139,1972,2017,1,36349,2.75110732069658
563,2139,1972,2018,1,36349,2.75110732069658
564,2142,111,2016,1,3141,31.836994587710922
565,2142,111,2017,1,3141,31.836994587710922
566,2143,1311,2018,1,24514,4.079301623562046
567,2143,132,2017,1,24514,4.079301623562046
568,2143,1725,2015,1,24514,4.079301623562046
569,2143,1972,2015,1,24514,4.079301623562046
570,2145,111,2015,1,25439,3.9309721294076025
571,2145,1311,2016,1,25439,3.9309721294076025
572,2149,10,2017,1,41550,2.406738868832732
573,2149,111,2018,1,41550,2.406738868832732
574,2149,1311,2018,1,41550,2.406738868832732
575,2149,193,2018,1,41550,2.406738868832732
576,2150,111,2015,1,35124,2.847056143947159
577,2150,111,2018,2,35124,5.694112287894318
578,2150,1311,2015,1,35124,2.847056143947159
579,2151,10,2016,1,51808,1.930203829524398
580,2151,111,2017,2,51808,3.860407659048796
581,2151,111,2018,1,51808,1.930203829524398
582,2151,124,2017,1,51808,1.930203829524398
583,2151,1311,2015,1,51808,1.930203829524398
584,2151,1311,2018,1,51808,1.930203829524398
585,2151,1522,2017,1,51808,1.930203829524398
586,2151,194,2017,1,51808,1.930203829524398
587,2151,1972,2016,1,51808,1.930203829524398
588,2155,111,2017,1,57964,1.7252087502587814
